source,psq_entity_key,id,name,vat_number,kvk_number,country,last_trx_date,activity_detail_status,merchant_activity_status,type_of_activity,contracting_method,legal_form,mcc,vintage_date,contract_status,active_contracts,contract_category_descriptions
Way4,Way4:2002601232-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002601232-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01514,VAT800001513,70001513,NL,2025-10-15,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,,Active,,Digital commerce
PASS,PASS:2002700717-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700717-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01515,VAT800001514,70001514,BE,2025-10-20,Active in last 12 months,Inactive,CP,F2F,,5812,,Cancelled,,Travel services
Way4,Way4:2001196229-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001196229-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01516,VAT800001515,70001515,FR,2025-10-25,Inactive >12 months,Active,CNP,NF2F,,5999,,ActiveBO,,Public sector
PASS,PASS:2002615659-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002615659-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01517,VAT800001516,70001516,LU,2025-10-30,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,,Entered,,Mobility services
Way4,Way4:2001597258-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001597258-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01518,VAT800001517,70001517,ES,2025-11-04,Active in last 12 months,Active,CP,F2F,,7011,,Terminated,,Retail payments
PASS,PASS:2001470681-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001470681-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01519,VAT800001518,70001518,DE,2025-11-09,Inactive >12 months,Inactive,CNP,NF2F,,7999,,Active,,Hospitality terminals
Way4,Way4:2002544565-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002544565-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01520,VAT800001519,70001519,GB,2025-11-14,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,,Cancelled,,Digital commerce
PASS,PASS:2001345011-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001345011-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01521,VAT800001520,70001520,AT,2025-11-19,Active in last 12 months,Inactive,CP,F2F,,4900,,ActiveBO,,Travel services
Way4,Way4:2001670192-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001670192-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01522,VAT800001521,70001521,NL,2025-11-24,Inactive >12 months,Active,CNP,NF2F,,5411,,Entered,,Public sector
PASS,PASS:2001456409-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001456409-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01523,VAT800001522,70001522,BE,2025-11-29,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,,Terminated,,Mobility services
Way4,Way4:2000227503-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000227503-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01524,VAT800001523,70001523,FR,2025-12-04,Active in last 12 months,Active,CP,F2F,,5999,,Active,,Retail payments
PASS,PASS:2001544057-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001544057-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01525,VAT800001524,70001524,LU,2025-12-09,Inactive >12 months,Inactive,CNP,NF2F,,5732,,Cancelled,,Hospitality terminals
Way4,Way4:2001544421-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001544421-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01526,VAT800001525,70001525,ES,2025-12-14,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,,ActiveBO,,Digital commerce
PASS,PASS:2001561296-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001561296-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01527,VAT800001526,70001526,DE,2025-12-19,Active in last 12 months,Inactive,CP,F2F,,7999,,Entered,,Travel services
Way4,Way4:2000696899-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000696899-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01528,VAT800001527,70001527,GB,2025-12-24,Inactive >12 months,Active,CNP,NF2F,,4121,,Terminated,,Public sector
PASS,PASS:2002569843-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002569843-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01529,VAT800001528,70001528,AT,2025-12-29,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,,Active,,Mobility services
Way4,Way4:2001552084-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001552084-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01530,VAT800001529,70001529,NL,2026-01-03,Active in last 12 months,Active,CP,F2F,,5411,,Cancelled,,Retail payments
PASS,PASS:2001227183-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001227183-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01531,VAT800001530,70001530,BE,2026-01-08,Inactive >12 months,Inactive,CNP,NF2F,,5812,,ActiveBO,,Hospitality terminals
Way4,Way4:2001244622-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001244622-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01532,VAT800001531,70001531,FR,2026-01-13,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,,Entered,,Digital commerce
PASS,PASS:2001563175-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001563175-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01533,VAT800001532,70001532,LU,2026-01-18,Active in last 12 months,Inactive,CP,F2F,,5732,,Terminated,,Travel services
Way4,Way4:2001480008-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001480008-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01534,VAT800001533,70001533,ES,2026-01-23,Inactive >12 months,Active,CNP,NF2F,,7011,,Active,,Public sector
PASS,PASS:2001531257-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001531257-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01535,VAT800001534,70001534,DE,2026-01-28,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,,Cancelled,,Mobility services
Way4,Way4:2000780717-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000780717-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01536,VAT800001535,70001535,GB,2026-02-02,Active in last 12 months,Active,CP,F2F,,4121,,ActiveBO,,Retail payments
PASS,PASS:2001059787-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001059787-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01537,VAT800001536,70001536,AT,2026-02-07,Inactive >12 months,Inactive,CNP,NF2F,,4900,,Entered,,Hospitality terminals
Way4,Way4:2001061161-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001061161-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01538,VAT800001537,70001537,NL,2026-02-12,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,,Terminated,,Digital commerce
PASS,PASS:2002605254-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002605254-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01539,VAT800001538,70001538,BE,2026-02-17,Active in last 12 months,Inactive,CP,F2F,,5812,,Active,,Travel services
Way4,Way4:2002701228-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002701228-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01540,VAT800001539,70001539,FR,2026-02-22,Inactive >12 months,Active,CNP,NF2F,,5999,,Cancelled,,Public sector
PASS,PASS:2001280378-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001280378-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01541,VAT800001540,70001540,LU,2026-02-27,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,,ActiveBO,,Mobility services
Way4,Way4:2002559848-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002559848-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01542,VAT800001541,70001541,ES,2026-03-04,Active in last 12 months,Active,CP,F2F,,7011,,Entered,,Retail payments
PASS,PASS:2001393512-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001393512-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01543,VAT800001542,70001542,DE,2026-03-09,Inactive >12 months,Inactive,CNP,NF2F,,7999,,Terminated,,Hospitality terminals
Way4,Way4:2001409052-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001409052-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01544,VAT800001543,70001543,GB,2026-03-14,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,,Active,,Digital commerce
PASS,PASS:2001650124-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001650124-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01545,VAT800001544,70001544,AT,2026-03-19,Active in last 12 months,Inactive,CP,F2F,,4900,,Cancelled,,Travel services
Way4,Way4:2001499701-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001499701-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01546,VAT800001545,70001545,NL,2026-03-24,Inactive >12 months,Active,CNP,NF2F,,5411,,ActiveBO,,Public sector
PASS,PASS:2000687717-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000687717-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01547,VAT800001546,70001546,BE,2026-03-29,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,,Entered,,Mobility services
Way4,Way4:2002505888-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002505888-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01548,VAT800001547,70001547,FR,2026-04-03,Active in last 12 months,Active,CP,F2F,,5999,,Terminated,,Retail payments
PASS,PASS:2002700500-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700500-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01549,VAT800001548,70001548,LU,2026-04-08,Inactive >12 months,Inactive,CNP,NF2F,,5732,,Active,,Hospitality terminals
Way4,Way4:2001557302-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001557302-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01550,VAT800001549,70001549,ES,2026-04-13,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,,Cancelled,,Digital commerce
PASS,PASS:2001572727-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001572727-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01551,VAT800001550,70001550,DE,2026-04-18,Active in last 12 months,Inactive,CP,F2F,,7999,,ActiveBO,,Travel services
Way4,Way4:2001604238-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001604238-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01552,VAT800001551,70001551,GB,2026-04-23,Inactive >12 months,Active,CNP,NF2F,,4121,,Entered,,Public sector
PASS,PASS:2001456646-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001456646-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01553,VAT800001552,70001552,AT,2026-04-28,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,,Terminated,,Mobility services
Way4,Way4:2002598029-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002598029-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01554,VAT800001553,70001553,NL,2026-05-03,Active in last 12 months,Active,CP,F2F,,5411,,Active,,Retail payments
PASS,PASS:2002601429-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002601429-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01555,VAT800001554,70001554,BE,2026-05-08,Inactive >12 months,Inactive,CNP,NF2F,,5812,,Cancelled,,Hospitality terminals
Way4,Way4:2002700354-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700354-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01556,VAT800001555,70001555,FR,2026-05-13,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,,ActiveBO,,Digital commerce
PASS,PASS:2001539134-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001539134-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01557,VAT800001556,70001556,LU,2026-05-18,Active in last 12 months,Inactive,CP,F2F,,5732,,Entered,,Travel services
Way4,Way4:2001148453-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001148453-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01558,VAT800001557,70001557,ES,2026-05-23,Inactive >12 months,Active,CNP,NF2F,,7011,,Terminated,,Public sector
PASS,PASS:2001189028-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001189028-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01559,VAT800001558,70001558,DE,2026-05-28,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,,Active,,Mobility services
Way4,Way4:2001196946-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001196946-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01560,VAT800001559,70001559,GB,2026-06-02,Active in last 12 months,Active,CP,F2F,,4121,,Cancelled,,Retail payments
PASS,PASS:2001201354-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001201354-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01561,VAT800001560,70001560,AT,2025-01-03,Inactive >12 months,Inactive,CNP,NF2F,,4900,,ActiveBO,,Hospitality terminals
Way4,Way4:2001234139-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001234139-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01562,VAT800001561,70001561,NL,2025-01-08,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,,Entered,,Digital commerce
PASS,PASS:2001398263-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001398263-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01563,VAT800001562,70001562,BE,2025-01-13,Active in last 12 months,Inactive,CP,F2F,,5812,,Terminated,,Travel services
Way4,Way4:2001656548-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001656548-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01564,VAT800001563,70001563,FR,2025-01-18,Inactive >12 months,Active,CNP,NF2F,,5999,,Active,,Public sector
PASS,PASS:2000222013-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000222013-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01565,VAT800001564,70001564,LU,2025-01-23,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,,Cancelled,,Mobility services
Way4,Way4:2002508216-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002508216-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01566,VAT800001565,70001565,ES,2025-01-28,Active in last 12 months,Active,CP,F2F,,7011,,ActiveBO,,Retail payments
PASS,PASS:2002604819-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002604819-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01567,VAT800001566,70001566,DE,2025-02-02,Inactive >12 months,Inactive,CNP,NF2F,,7999,,Entered,,Hospitality terminals
Way4,Way4:2001205163-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001205163-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01568,VAT800001567,70001567,GB,2025-02-07,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,,Terminated,,Digital commerce
PASS,PASS:2001383061-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001383061-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01569,VAT800001568,70001568,AT,2025-02-12,Active in last 12 months,Inactive,CP,F2F,,4900,,Active,,Travel services
Way4,Way4:2001385722-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001385722-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01570,VAT800001569,70001569,NL,2025-02-17,Inactive >12 months,Active,CNP,NF2F,,5411,,Cancelled,,Public sector
PASS,PASS:2001625375-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001625375-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 01571,VAT800001570,70001570,BE,2025-02-22,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,,ActiveBO,,Mobility services
Way4,Way4:2001406649-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001406649-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 01572,VAT800001571,70001571,FR,2025-02-27,Active in last 12 months,Active,CP,F2F,,5999,,Entered,,Retail payments
PASS,PASS:2000227198-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000227198-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 01573,VAT800001572,70001572,LU,2025-03-04,Inactive >12 months,Inactive,CNP,NF2F,,5732,,Terminated,,Hospitality terminals
Way4,Way4:2001297254-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001297254-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 01574,VAT800001573,70001573,ES,2025-03-09,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,,Active,,Digital commerce
PASS,PASS:2001359357-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001359357-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 01575,VAT800001574,70001574,DE,2025-03-14,Active in last 12 months,Inactive,CP,F2F,,7999,,Cancelled,,Travel services
Way4,Way4:2000670032-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000670032-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 01576,VAT800001575,70001575,GB,2025-03-19,Inactive >12 months,Active,CNP,NF2F,,4121,,ActiveBO,,Public sector
PASS,PASS:2002700397-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700397-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 01577,VAT800001576,70001576,AT,2025-03-24,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,,Entered,,Mobility services
Way4,Way4:2001200463-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001200463-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 01578,VAT800001577,70001577,NL,2025-03-29,Active in last 12 months,Active,CP,F2F,,5411,,Terminated,,Retail payments
