"source","psq_entity_key","id","name","vat_number","kvk_number","country","last_trx_date","activity_detail_status","merchant_activity_status","type_of_activity","contracting_method","legal_form","mcc","vintage_date","contract_status","active_contracts","contract_category_descriptions"
"Way4","Way4:2001297475","2001297475","CREW ADVENTURE STORE/NANOK","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001380593","2001380593","JACQUELINE PARFUMERIE","-1","17051352","NL","2026-04-28","Active in last 12 months","Active","CP","F2F","","5977","2024-01-13","Active","",""
"Way4","Way4:2001604637","2001604637","De Graaf Detailhandel B.V.","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-27","Active","",""
"Way4","Way4:2001390777","2001390777","AAD VAN TUNEN","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000719252","2000719252","GOLDEN GARDEN","-1","-1","NL","2025-03-28","Inactive >12 months","Inactive","CP","F2F","","5812","2024-01-01","Active","",""
"Way4","Way4:2000780229","2000780229","HANS TAXI SERVICE","-1","17180601","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002612293","2002612293","Medical Cosmetic Health Company BV","-1","28101206","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","8062","2024-01-05","Active","",""
"Way4","Way4:2002701048","2002701048","Klaassen Optiek vof","NL858039904B01","69856060","NL","2026-05-01","Active in last 12 months","Active","CP","F2F","","8043","2023-12-30","Active","",""
"Way4","Way4:2001542097","2001542097","BOSCH VD ELECTROT.","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001192967","2001192967","BEADS'N BOBBLES","-1","51932636","NL","2026-05-08","Active in last 12 months","Active","CP","F2F","","5631","2023-12-27","Active","",""
"Way4","Way4:2001292015","2001292015","PETIT BATEAU","NL810739628B01","20106391","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5621","2023-12-27","Active","",""
"Way4","Way4:2001567979","2001567979","Multi Office","-1","29040775","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002541035","2002541035","Van der Avoird & de Kubber Breda","-1","-1","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5651","2023-12-26","Active","",""
"Way4","Way4:2001359497","2001359497","HARRY MAAS MODESCHOENEN","NL155942980B02","52353184","NL","2026-05-08","Active in last 12 months","Active","CP","F2F","","5661","2023-12-28","Active","",""
"Way4","Way4:2001667221","2001667221","VAN BRAAM MODE","-1","55547826","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:1716802","1716802","H.A.J.M. B̦hmer vof","-1","56248792","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002616191","2002616191","L&B Barendrecht V.O.F.","NL862354419B0","82147809","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-25","Active","",""
"Way4","Way4:2001588143","2001588143","Profile Tyrecenter","-1","22050551","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-28","Active","",""
"Way4","Way4:2001419759","2001419759","SQUARE V.O.F.","-1","14058204","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5621","2023-12-27","Active","",""
"Way4","Way4:2001425589","2001425589","IMPRESSIVE SOLUTIONS B.V.","-1","20147041","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001644663","2001644663","Promodes","-1","-1","NL","2025-08-23","Active in last 12 months","Active","CP","F2F","","5661","2023-12-26","Active","",""
"Way4","Way4:2001450087","2001450087","MULLER HERENMODE","-1","-1","NL","2024-06-08","Inactive >12 months","Inactive","CP","F2F","","5611","2023-12-27","Active","",""
"Way4","Way4:2002529531","2002529531","Recreatieschap Utr.","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002589127","2002589127","Bernou Fashion","-1","55692915","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002602794","2002602794","Oogspiegel Optiek","-1","59591706","NL","2025-05-14","Active in last 12 months","Active","CP","F2F","","8043","2024-01-06","Active","",""
"Way4","Way4:2002612315","2002612315","Studio Bellezza","-1","11070846","NL","2026-05-07","Active in last 12 months","Active","CP","F2F","","5977","2024-01-10","Active","",""
"Way4","Way4:2002614822","2002614822","Indoor Carwash Beverwijk","-1","34200683","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002701306","2002701306","De Haagse Creatieven Alliantie B.V.","NL854451201B01","61697192","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001563779","2001563779","BISTRO RATAOUILLE","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002616108","2002616108","L&B Barendrecht V.O.F.","NL862954198B01","83673342","NL","2026-02-17","Active in last 12 months","Active","CP","F2F","","5812","2023-12-25","Active","",""
"Way4","Way4:2001449054","2001449054","VERSTEEGH MODE","-1","28033460","NL","2026-05-08","Active in last 12 months","Active","CP","F2F","","5611","2023-12-27","Active","",""
"Way4","Way4:2002546487","2002546487","St. Cultuurfabriek DRU","-1","-1","NL","2024-10-06","Inactive >12 months","Inactive","CP","F2F","","7922","2023-12-30","Active","",""
"Way4","Way4:2002700140","2002700140","Slijterij Joost Busscher h.o.d.n. Gall & Gall","-1","58909273","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5921","2023-12-27","Active","",""
"Way4","Way4:2001154364","2001154364","BEAUTY PLANNING","-1","33226391","NL","2026-03-26","Active in last 12 months","Active","CP","F2F","","7230","2024-02-11","Active","",""
"Way4","Way4:2001372701","2001372701","THE SAINT HERENMODE","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001382596","2001382596","KAM SAN CHIN REST.","-1","-1","NL","2024-09-12","Inactive >12 months","Inactive","CP","F2F","","5812","2024-01-01","Active","",""
"Way4","Way4:2001399057","2001399057","RESTAURANT DE MEERPAAL","-1","34056804","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5812","2024-01-04","Active","",""
"Way4","Way4:2001485964","2001485964","EETHUYS ODONDER","-1","-1","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5812","2024-01-06","Active","",""
"Way4","Way4:2001488866","2001488866","CHINEES INDISCH REST. PANDA","-1","28030249","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5812","2024-01-07","Active","",""
"Way4","Way4:2002577838","2002577838","Beverly Beethoven BV","-1","56910363","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002582068","2002582068","European Private Healthcare Clinics BV","-1","62151517","NL","2026-04-15","Active in last 12 months","Active","CP","F2F","","8099","2024-01-05","Active","",""
"Way4","Way4:2002614555","2002614555","Kickx Sittard BV","NL807997134B01","14062485","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5912","2023-12-24","Active","",""
"Way4","Way4:2002700090","2002700090","Fashion Kitchen","-1","58004017","NL","2026-04-22","Active in last 12 months","Active","CP","F2F","","5691","2023-12-28","Active","",""
"Way4","Way4:2001240597","2001240597","De Man Optiek","-1","24325945","NL","2026-03-27","Active in last 12 months","Active","CP","F2F","","8043","2024-01-11","Active","",""
"Way4","Way4:2002598657","2002598657","PARKEER COMBINATIE HOLLAND BV.","-1","27159845","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001283946","2001283946","GARAGE HOOGENDIJK","NL804843740B01","06080202","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5541","2024-01-01","Active","",""
"Way4","Way4:2001485778","2001485778","RISTORANTE PIZZERIA ROMA","-1","09071455","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001680066","2001680066","UNIQUE OPTIEK","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001182163","2001182163","Exploitatiemaatschappij Museumstoomtram BV","-1","-1","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","7991","2024-02-20","Active","",""
"Way4","Way4:2001215002","2001215002","HAAR ZAAK","-1","56165382","NL","2024-07-19","Inactive >12 months","Inactive","CP","F2F","","7230","2023-12-29","Active","",""
"Way4","Way4:2001271468","2001271468","POLKA DOT","NL854749299B01","62292390","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001284373","2001284373","KENNEMER THEATER & CONGRESCENM","-1","-1","NL","2026-04-10","Active in last 12 months","Active","CP","F2F","","5812","2024-01-06","Active","",""
"Way4","Way4:2001286201","2001286201","KAASLAND HAARLEMMERDYK","-1","33175381","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001419236","2001419236","AUTO HENSGENS MAASTRICHT","-1","14070775","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001367767","2001367767","VAN LANGE HERENMODE","-1","20089738","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5611","2023-12-28","Active","",""
"Way4","Way4:2002700705","2002700705","Sports Retail Uden B.V.","NL857646308B01","68915950","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001171455","2001171455","REYNENBORG A.","-1","20057775","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001219725","2001219725","RESTAURANT DE VOGELMOLEN","-1","12051881","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001396821","2001396821","BIERENS VERF & WAND 'S-GRAVENHAGE","-1","27131166","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5251","2023-12-29","Active","",""
"Way4","Way4:2001397968","2001397968","D.J.H. OTTENS","-1","-1","NL","2024-10-07","Inactive >12 months","Inactive","CP","F2F","","8021","2024-03-20","Active","",""
"Way4","Way4:2001484208","2001484208","KAMPEERTER.JACHTHAV. MEERWIJK","-1","02320851","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001361351","2001361351","HISSCHEMOLLER DA DROG.","-1","23006939","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5912","2023-12-27","Active","",""
"Way4","Way4:2002503826","2002503826","Beleggingsm. Ter Horst v Geel","-1","17232545","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002595445","2002595445","vof Bolijn-Vermeulen","-1","54682819","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002596913","2002596913","Stichting Alrijne Zorggroep","NL854494674B01","61802379","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001190492","2001190492","CAMPING MEISTERSHOF","-1","04020432","NL","2026-04-29","Active in last 12 months","Active","CP","F2F","","5331","2024-04-27","Active","",""
"Way4","Way4:2001205856","2001205856","CONF. CENTRUM DRAKENBURGH","-1","41190023","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001246617","2001246617","KEIJZER OPIEK","-1","34231660","NL","2026-05-06","Active in last 12 months","Active","CP","F2F","","8043","2024-01-19","Active","",""
"Way4","Way4:2002523673","2002523673","Fiskars Benelux B.V.","NL006116024B01","20059938","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001396147","2001396147","AUTOBEDR.WIERSEMA & VAN WOUWE","-1","34094260","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001468903","2001468903","HOTEL DE BOER","-1","02313522","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000634966","2000634966","Bloemidee","-1","30057696","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001200617","2001200617","JUF JANSEN/MFC","NL816030431B01","-1","NL","2025-03-01","Inactive >12 months","Inactive","CP","F2F","","5621","2024-01-04","Active","",""
"Way4","Way4:2001214014","2001214014","DE BOKX-WIJFFELS","NL008010857B01","21010972","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001625421","2001625421","R. POLMAN NOTA VIEUX JEAN","-1","27214181","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5812","2023-12-28","Active","",""
"Way4","Way4:2001473788","2001473788","JUWELIER J.A. DE GRIJFF","-1","08003832","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5944","2023-12-28","Active","",""
"Way4","Way4:2001491719","2001491719","ARCOBALENO","-1","01076559","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5812","2024-01-01","Active","",""
"Way4","Way4:2001446225","2001446225","P.MARTENS JUWELIER/HEERLEN","-1","14000871","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002585865","2002585865","Amsterdam University Press","-1","33241435","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001180055","2001180055","EETERIJ DE VERBEELDING","-1","20092127","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001192258","2001192258","SIMON LEVELT","NL819577297B01","33300127","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5499","2023-12-27","Active","",""
"Way4","Way4:2002535051","2002535051","OPTIEK VERHOEVEN","NL807314407B01","-1","NL","2024-02-10","Inactive >12 months","Inactive","CP","F2F","","8043","2023-12-27","Active","",""
"Way4","Way4:2001247621","2001247621","AQUARIUMHANDEL BROUWERS","-1","20014356","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","7998","2023-12-29","Active","",""
"Way4","Way4:2002578648","2002578648","L&B Barendrecht V.O.F.","-1","55520170","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5812","2023-12-25","Active","",""
"Way4","Way4:2001372299","2001372299","KAN DID DAMESMODE","-1","27077672","NL","2025-01-10","Inactive >12 months","Inactive","CP","F2F","","5621","2024-01-13","Active","",""
"Way4","Way4:2001604882","2001604882","De Graaf Detailhandel B.V.","-1","-1","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5732","2023-12-27","Active","",""
"Way4","Way4:2001470819","2001470819","Gassan Diamonds","-1","-1","NL","2025-02-11","Inactive >12 months","Inactive","CP","F2F","","5944","2024-01-05","Active","",""
"Way4","Way4:2001500009","2001500009","HET JAGERHUIS BV","-1","-1","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5812","2024-01-04","Active","",""
"Way4","Way4:2000655858","2000655858","BLOEMBINDERIJ ROELL","-1","09092660","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000671411","2000671411","TITUS BLOM","NL107541373B01","-1","NL","2026-05-02","Active in last 12 months","Active","CP","F2F","","7941","2023-12-28","Active","",""
"Way4","Way4:2002524696","2002524696","Koenen - Kenter v.o.f.","-1","63046245","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5812","2023-12-25","Active","",""
"Way4","Way4:2002561605","2002561605","Gemeente Middelburg","NL002128032B01","51041510","NL","2025-03-03","Inactive >12 months","Inactive","CP","F2F","","8641","2023-12-29","Active","",""
"Way4","Way4:2002700227","2002700227","Plan C VOF","NL855847918B01","64792587","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001263791","2001263791","China Air Service BV","-1","28106886","NL","2024-09-14","Inactive >12 months","Inactive","CP","F2F","","4722","2023-12-27","Active","",""
"Way4","Way4:2001271808","2001271808","ARTEAUX","-1","14093757","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001479042","2001479042","BRASSERIE STATENBURCHT","NL009713608B01","24131080","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001486863","2001486863","BISTRO PADDY'S","-1","52839079","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000222315","2000222315","HESSELINK MODE GROEP BV","NL811007007B01","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002607249","2002607249","New York Barbershop B.V.","-1","61022942","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001278039","2001278039","LINGERIE BRUSSELSEPOORT","-1","14097278","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001574673","2001574673","GREVING EN GREVING","-1","04036694","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001419295","2001419295","M.W.H. SMEYSTERS","NL819116567B01","17091393","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001632657","2001632657","CARPE DIEM BV","-1","-1","NL","2024-07-04","Inactive >12 months","Inactive","CP","F2F","","5651","2023-12-27","Active","",""
"Way4","Way4:2001493843","2001493843","DHR. P.J. DE GROOT","NL804498106B01","01013714","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5948","2023-12-28","Active","",""
"Way4","Way4:2001447388","2001447388","MODESCHOENEN KONING","-1","01019714","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002607389","2002607389","Co̦peratie ParkeerService U.A","NL822230859B01","32170377","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-25","Active","",""
"Way4","Way4:2002585261","2002585261","St. Werelderfgoed Kinderdijk","-1","24331545","NL","2024-04-06","Inactive >12 months","Inactive","CP","F2F","","7991","2023-12-26","Active","",""
"Way4","Way4:2002593159","2002593159","Berden Konfektie bv","-1","2034238","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5651","2023-12-26","Active","",""
"Way4","Way4:2002594864","2002594864","Alp de Veenen Hotel B.V.","-1","33239579","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","7011","2023-12-27","Active","",""
"Way4","Way4:2001249276","2001249276","GRIEKS REST. OLYMPIA","-1","17186105","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001340486","2001340486","VOF WIRO","-1","37072108","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001444818","2001444818","MEILING JUWELIER OPTIEK VOF","-1","65156854","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002582947","2002582947","Royal Queens","-1","63760746","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002614806","2002614806","Elle & Moi B.V.","NL858629240B01","71220348","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","7230","2023-12-27","Active","",""
"Way4","Way4:2001552254","2001552254","HENRY'S SPORTSHOP","-1","18071508","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001233922","2001233922","RESTAURANT HOLIDAY","-1","09128172","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001271069","2001271069","VOF SIMA","NL818199234B01","37134158","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001386729","2001386729","DUMP TOKO","-1","29023836","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001608276","2001608276","Garage van Damme V.O.F.","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","2023-12-27","Active","",""
"Way4","Way4:2001613164","2001613164","Avia Nederland BV","-1","-1","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5541","2024-01-02","Active","",""
"Way4","Way4:2000722601","2000722601","HERINN.CENTR.KAMP WESTERBORK","-1","04059849","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","8641","2023-12-28","Active","",""
"Way4","Way4:2000792804","2000792804","JOLI CADEAUX","-1","30214466","NL","2025-10-23","Active in last 12 months","Active","CP","F2F","","5947","2024-01-13","Active","",""
"Way4","Way4:2000929486","2000929486","ROZENBURG ANTIEK","NL036838287B01","27225955","NL","2024-09-28","Inactive >12 months","Inactive","CP","F2F","","5932","2024-05-11","Active","",""
"Way4","Way4:2001080204","2001080204","D. VAN DER MEULEN","-1","-1","NL","2026-04-18","Active in last 12 months","Active","CP","F2F","","5661","2023-12-22","Active","",""
"Way4","Way4:2002606552","2002606552","V.O.F. Van Oosterwijck-Plantencentrum Princenbosch","NL800478241B01","18024534","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002700246","2002700246","Dennenlucht Breda BV","-1","64392961","NL","2025-03-09","Inactive >12 months","Inactive","CP","F2F","","5812","2023-12-26","Active","",""
"Way4","Way4:2002701303","2002701303","Oogwereld B.V.","NL815994977B01","17192171","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001153163","2001153163","TONCAR VAKGARAGE","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001677855","2001677855","GRIEKS REST. POSEIDON","NL811787953B01","KVK22052212","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000651925","2000651925","DROGISTERIJ PARFUMERIE LISETTE","-1","34091173","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000724787","2000724787","CECILE VAN EEDEN SIERADEN","-1","17122767","NL","2024-12-21","Inactive >12 months","Inactive","CP","F2F","","5944","2023-12-30","Active","",""
"Way4","Way4:2000990975","2000990975","HET RAAYMAKERS ANTIEK","-1","17038326","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001296592","2001296592","STICHTING REINAERDE","-1","-1","NL","2025-12-10","Active in last 12 months","Active","CP","F2F","","5812","2024-01-04","Active","",""
"Way4","Way4:2001419589","2001419589","chinees restaurant Nan King","-1","12045206","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5812","2023-12-31","Active","",""
"Way4","Way4:2001433239","2001433239","Drogisterij Parfumerie Sebas","-1","62752839","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5977","2023-12-28","Active","",""
"Way4","Way4:2002701233","2002701233","QUI PASTA NL B.V.","-1","68235461","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002701248","2002701248","V.o.f. Karakter","NL851537510B01","55031218","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001211481","2001211481","HET ZWARTE SCHAAP","-1","08043275","NL","2026-04-23","Active in last 12 months","Active","CP","F2F","","5949","2024-05-21","Active","",""
"Way4","Way4:2001218931","2001218931","L'ALTRA DONNA BV","-1","24343999","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5621","2023-12-27","Active","",""
"Way4","Way4:2001581017","2001581017","SPECSAVERS Opticiens BV","-1","-1","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001473249","2001473249","KRIKKE","NL803948657B01","02036385","NL","2026-03-12","Active in last 12 months","Active","CP","F2F","","5945","2024-01-12","Active","",""
"Way4","Way4:2001602634","2001602634","VAN GESTEL OPTIEK/HILVERSUM","-1","32003097","NL","2026-05-07","Active in last 12 months","Active","CP","F2F","","8043","2023-12-28","Active","",""
"Way4","Way4:2001522479","2001522479","TOTAAL OPTIEK ZIEMERINK","-1","06083020","NL","2024-12-21","Inactive >12 months","Inactive","CP","F2F","","8043","2024-07-18","Active","",""
"Way4","Way4:2000994482","2000994482","Tuindersbedrijf Kesteloo VOF","NL812343505B01","22015731","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5193","2024-01-19","Active","",""
"Way4","Way4:2002595879","2002595879","Van der Avoird & de Kubber Bre","NL812713230B02","20112915","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5621","2023-12-23","Active","",""
"Way4","Way4:2002589577","2002589577","PSE BV","-1","56348347","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002701061","2002701061","WOR Exploitatie b.v.","-1","60734302","NL","2023-12-29","Inactive >12 months","Inactive","CP","F2F","","5812","2023-12-25","Terminated","",""
"Way4","Way4:2002701262","2002701262","Stichting Musiom","NL858845404B01","71777490","NL","2026-03-21","Active in last 12 months","Active","CP","F2F","","7991","2024-01-28","Active","",""
"Way4","Way4:2001568959","2001568959","Lumitex BV","NL808237470B01","13041674","NL","","Never transacted","Inactive","CP","F2F","","","2024-01-05","Active","",""
"Way4","Way4:2001422989","2001422989","SHOP 106 casual + footwear","NL856101217B01","65410971","NL","2026-05-10","Active in last 12 months","Active","CP","F2F","","5941","2023-12-26","Active","",""
"Way4","Way4:2001442459","2001442459","RIPASSA JUWELIERS","-1","17155220","NL","2026-05-08","Active in last 12 months","Active","CP","F2F","","5944","2023-12-30","Active","",""
"Way4","Way4:2001174985","2001174985","C.I.V. DEN OEVER U.A.","NL001067254B01","37029239","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001192711","2001192711","BANDENSERVICE CUIJK","NL807931111B01","16043678","NL","2026-05-07","Active in last 12 months","Active","CP","F2F","","5532","2024-04-16","Active","",""
"Way4","Way4:2001252579","2001252579","Stichting Museum Ons ' Lieve Heer op Solder","-1","41197718","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","7991","2023-12-26","Active","",""
"Way4","Way4:2001430558","2001430558","Selecta Skins","-1","-1","NL","2024-10-08","Inactive >12 months","Inactive","CP","F2F","","5331","2024-01-02","Active","",""
"Way4","Way4:2001461917","2001461917","SHEILA DE VRIES O.D. BV","-1","34270581","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000620116","2000620116","BOTERMANS HERENKAPSALON","-1","24068812","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000939945","2000939945","V BEEK ONDERDELENSHOP","NL806356628B01","08083608","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2000207243","2000207243","RDW Retail","NL812760785B01","22054075","NL","2026-05-11","Active in last 12 months","Active","CP","F2F","","5651","2023-12-27","Active","",""
"Way4","Way4:2002700607","2002700607","E.S.D.H. Slaapadviezen","NL141399570B01","13036430","NL","2025-05-06","Inactive >12 months","Inactive","CP","F2F","","5712","2023-12-27","Active","",""
"Way4","Way4:2001179103","2001179103","GAIA","-1","11019816","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001269579","2001269579","VAN DIJK-TANKINK VOF","NL812675903B01","09139978","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001496516","2001496516","St Recreatiepark de Leistert","NL001701344B01","13026071","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001443064","2001443064","VAN DEN BIGGELAAR VOF","NL819572706B01","09005237","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5661","2023-12-29","Active","",""
"Way4","Way4:2001602804","2001602804","SWANBORN JEAN","NL801357664B01","24196580","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2001616872","2001616872","LA FELINE B.V.","-1","73310611","NL","2026-05-09","Active in last 12 months","Active","CP","F2F","","5621","2023-12-27","Active","",""
"Way4","Way4:2000811353","2000811353","THE M","-1","34255748","NL","2026-04-30","Active in last 12 months","Active","CP","F2F","","7230","2024-05-07","Active","",""
"Way4","Way4:2000227554","2000227554","van der Kam Mode","-1","53752309","NL","2024-03-20","Inactive >12 months","Inactive","CP","F2F","","5651","2023-12-27","Active","",""
"Way4","Way4:2002601771","2002601771","Gispen International bv","NL001483316B01","11009009","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
"Way4","Way4:2002584842","2002584842","Royal Fook Long","-1","55544223","NL","2026-04-19","Active in last 12 months","Active","CP","F2F","","5812","2023-12-25","Active","",""
"Way4","Way4:2002616426","2002616426","F&E Restaurant Oosterhout B.V.","NL864105034B01","86833375","NL","","Never transacted","Inactive","CP","F2F","","","","Active","",""
